online_order,book_table,rate,votes,location,rest_type,approx_cost,type,city
1,1,4.1,775,1,24,800,0,1
1,0,4.1,787,1,24,800,0,1
1,0,3.8,918,1,19,800,0,1
0,0,3.7,88,1,73,300,0,1
0,0,3.8,166,4,24,600,0,1
1,0,3.8,286,4,24,600,0,1
0,0,3.6,8,56,24,800,0,1
1,1,4.6,2556,1,26,600,1,1
1,0,4.0,324,1,16,700,1,1
1,0,4.2,504,1,16,550,1,1
1,0,4.1,402,1,16,500,1,1
1,1,4.2,150,1,16,600,1,1
1,1,4.2,164,1,16,500,1,1
0,0,4.0,424,1,16,450,1,1
1,0,3.8,918,1,19,800,1,1
1,0,3.8,90,1,16,650,1,1
1,0,3.9,133,1,16,800,1,1
1,0,3.8,144,1,16,700,1,1
0,0,3.9,93,1,16,300,1,1
1,0,3.1,13,1,16,400,1,1
1,0,3.0,62,1,16,400,1,1
1,0,3.7,180,1,16,500,1,1
0,0,3.6,28,1,16,900,1,1
1,0,3.6,62,1,76,600,1,1
0,0,3.7,31,1,16,300,1,1
0,0,3.2,11,1,16,600,1,1
1,0,3.8,75,1,23,200,1,1
0,0,3.3,4,1,16,500,1,1
0,0,3.3,23,1,16,550,1,1
0,0,3.8,148,4,26,550,1,1
1,0,4.0,219,4,16,600,1,1
1,0,2.8,506,1,73,500,2,1
1,0,3.9,35,1,36,500,2,1
1,0,3.9,172,1,36,750,2,1
1,0,4.2,415,1,73,500,2,1
1,0,3.9,230,1,36,650,2,1
1,0,2.8,91,1,73,400,2,1
1,0,4.2,1647,1,24,600,2,1
1,0,4.4,3300,31,24,750,2,1
1,0,4.0,17,1,73,150,2,1
1,0,3.8,133,4,73,200,2,1
0,0,3.9,28,1,62,300,2,1
1,0,3.9,286,1,73,500,2,1
1,0,3.9,540,1,73,800,2,1
1,1,4.6,2556,1,26,600,2,1
0,0,3.8,36,1,36,400,2,1
1,0,3.6,244,48,73,300,2,1
1,0,4.0,804,48,24,450,2,1
1,0,3.7,679,67,24,850,2,1
1,0,3.1,245,48,73,300,2,1
0,0,3.7,21,1,73,450,2,1
1,0,4.1,28,86,73,150,2,1
0,0,4.3,345,1,37,400,2,1
1,0,4.0,618,31,24,750,2,1
0,0,4.0,1047,1,73,450,2,1
1,0,3.9,627,1,36,450,2,1
1,0,3.8,104,1,73,300,2,1
1,1,4.2,354,1,24,800,2,1
0,0,3.6,55,1,73,200,2,1
1,0,3.7,17,1,37,400,2,1
0,0,4.2,244,1,24,800,2,1
1,1,3.6,163,48,24,800,2,1
1,0,3.8,58,4,73,150,2,1
0,1,4.0,808,1,24,850,2,1
0,0,3.7,78,1,3,150,2,1
1,0,4.1,1720,4,73,400,2,1
1,0,3.6,34,31,73,100,2,1
0,0,4.1,868,1,68,1200,2,1
0,0,3.8,39,1,0,300,2,1
1,0,3.2,71,4,73,600,2,1
1,0,3.6,6,1,86,500,2,1
0,0,4.1,520,1,73,300,2,1
0,0,2.9,84,1,36,700,2,1
0,0,3.6,299,1,73,300,2,1
1,0,4.1,558,4,73,150,2,1
1,0,3.6,28,1,73,300,2,1
0,0,3.7,22,1,73,500,2,1
0,0,3.8,39,1,73,350,2,1
1,0,3.8,153,86,46,500,2,1
1,0,4.2,146,1,11,400,2,1
0,0,3.5,14,1,83,200,2,1
0,0,3.8,42,1,24,700,2,1
0,0,4.0,66,1,0,300,2,1
1,0,4.4,3300,31,24,600,2,1
0,0,3.5,31,1,73,200,2,1
0,0,3.5,7,1,37,500,2,1
0,0,3.7,21,1,73,250,2,1
0,0,3.2,9,1,37,300,2,1
0,0,2.6,283,1,24,600,2,1
0,0,3.3,62,1,6,800,2,1
0,0,3.8,64,1,73,250,2,1
0,0,3.7,39,1,24,950,2,1
0,0,3.7,65,1,73,300,2,1
1,0,3.8,71,4,37,400,2,1
0,0,3.5,52,1,73,300,2,1
0,0,3.7,130,1,73,200,2,1
0,0,3.5,10,1,73,300,2,1
0,0,3.8,45,1,86,400,2,1
0,0,3.2,11,1,16,600,2,1
0,0,3.5,13,1,0,300,2,1
0,0,3.4,8,1,73,300,2,1
0,0,3.2,9,1,73,300,2,1
0,0,3.2,4,1,73,300,2,1
0,0,3.1,29,1,73,150,2,1
0,0,3.4,8,1,0,400,2,1
0,0,3.1,30,1,6,1000,2,1
1,0,4.1,201,1,73,300,2,1
0,0,3.3,7,1,73,200,2,1
0,0,3.1,6,1,73,100,2,1
0,0,3.3,17,1,73,200,2,1
0,0,2.9,25,1,37,200,2,1
0,0,3.3,8,1,36,100,2,1
1,0,4.0,771,1,24,450,2,1
0,0,3.0,98,1,6,800,2,1
1,0,3.9,47,4,73,200,2,1
1,1,4.1,175,31,24,500,2,1
1,0,3.8,58,1,73,300,2,1
1,0,3.8,540,4,24,650,2,1
1,0,3.8,124,48,73,400,2,1
1,0,4.1,340,1,86,500,2,1
1,0,3.8,505,1,73,450,2,1
1,0,4.1,438,31,37,500,2,1
1,0,3.7,264,56,24,750,2,1
1,0,3.9,169,48,11,150,2,1
1,0,3.0,67,48,73,250,2,1
1,0,3.7,97,31,73,350,2,1
1,0,3.3,12,4,86,300,2,1
1,0,3.3,12,1,73,300,2,1
1,0,3.6,195,31,24,800,2,1
1,0,3.3,13,4,44,300,2,1
1,0,4.6,228,31,16,400,2,1
1,0,4.1,70,4,73,150,2,1
1,1,4.1,364,31,24,1200,2,1
1,0,3.7,107,4,11,150,2,1
1,0,3.2,167,48,73,300,2,1
1,0,4.0,115,1,83,400,2,1
1,0,3.7,27,1,86,400,2,1
1,0,3.5,57,1,73,200,2,1
1,0,3.8,120,1,73,250,2,1
1,0,3.8,15,4,0,400,2,1
1,0,4.2,64,4,73,500,2,1
1,0,3.6,66,1,73,150,2,1
1,0,3.0,290,1,73,450,2,1
1,0,4.1,233,4,73,200,2,1
1,0,3.8,115,48,73,250,2,1
1,0,3.1,119,1,24,700,2,1
1,1,3.9,291,31,16,650,2,1
1,0,4.5,155,31,11,300,2,1
1,0,4.1,305,48,24,700,2,1
1,0,3.6,46,1,73,500,2,1
1,0,3.5,45,48,73,350,2,1
1,0,3.9,38,1,37,150,2,1
1,0,3.9,441,1,73,400,2,1
1,0,3.9,25,4,73,100,2,1
1,0,4.3,630,31,73,200,2,1
1,0,3.8,25,48,73,150,2,1
1,0,3.9,160,48,73,300,2,1
1,0,4.2,287,1,73,350,2,1
1,0,3.6,11,4,73,100,2,1
1,0,4.1,402,1,16,500,2,1
1,0,3.8,469,4,24,750,2,1
1,0,3.3,511,48,24,550,2,1
1,0,3.9,57,1,73,200,2,1
1,0,3.4,14,1,73,300,2,1
1,0,3.9,264,1,73,200,2,1
1,0,3.0,62,1,16,400,2,1
1,0,3.8,693,1,24,750,2,1
1,0,3.8,242,31,24,650,2,1
1,0,3.6,27,4,37,250,2,1
1,0,4.1,163,4,73,500,2,1
1,0,4.2,191,4,73,250,2,1
1,0,3.5,32,1,73,150,2,1
1,0,2.5,247,1,24,500,2,1
1,1,4.1,2339,31,24,1500,2,1
1,0,4.1,337,31,73,300,2,1
1,0,3.9,135,1,24,800,2,1
1,0,3.6,172,83,24,700,2,1
1,0,3.6,105,1,24,700,2,1
1,0,4.2,504,1,16,550,2,1
1,0,3.2,36,48,73,200,2,1
1,0,3.1,39,48,73,300,2,1
1,0,3.1,5,48,24,500,2,1
1,1,4.3,1129,31,24,1300,2,1
1,0,3.9,56,48,73,350,2,1
1,0,4.3,860,1,37,500,2,1
1,0,3.8,412,31,24,700,2,1
1,1,3.9,142,31,24,1000,2,1
1,0,3.0,23,31,73,400,2,1
1,0,3.6,143,31,24,750,2,1
1,1,2.8,80,31,24,500,2,1
1,0,3.6,16,29,24,400,2,1
1,0,4.4,181,31,11,250,2,1
1,0,3.8,70,31,73,200,2,1
1,0,3.8,164,4,73,600,2,1
1,0,3.6,58,48,73,650,2,1
0,0,3.8,148,4,26,550,2,1
0,0,3.9,206,4,73,450,2,1
0,0,3.6,16,56,73,300,2,1
0,0,3.7,217,4,24,450,2,1
0,0,3.6,46,4,73,450,2,1
0,0,3.8,148,4,73,150,2,1
0,0,3.4,30,4,37,250,2,1
0,0,3.6,8,56,24,800,2,1
0,0,3.3,4,31,73,250,2,1
0,0,3.5,15,4,5,400,2,1
1,0,3.4,9,83,73,200,2,1
1,0,3.7,31,56,73,300,2,1
1,0,2.9,177,31,24,700,2,1
1,0,3.7,22,4,83,250,2,1
1,0,3.5,10,48,11,100,2,1
1,0,3.7,136,1,73,600,2,1
1,0,2.9,35,48,73,250,2,1
1,0,4.1,185,31,73,200,2,1
1,0,3.2,17,31,16,900,2,1
1,0,3.8,155,56,24,400,2,1
1,0,3.8,42,1,73,300,2,1
1,0,3.8,286,4,24,600,2,1
1,0,3.8,160,1,24,700,2,1
1,0,3.8,59,1,24,750,2,1
1,0,3.5,90,31,24,500,2,1
1,0,3.7,51,48,73,350,2,1
1,0,4.0,89,31,73,200,2,1
1,0,3.6,18,1,73,250,2,1
1,0,3.9,40,4,24,600,2,1
1,0,2.5,35,4,73,200,2,1
1,0,3.4,89,31,73,250,2,1
1,0,3.2,11,4,73,150,2,1
1,0,3.6,62,1,76,600,2,1
1,0,3.9,33,31,37,300,2,1
1,0,3.8,32,31,83,250,2,1
1,0,4.1,139,31,24,550,2,1
1,0,3.2,154,86,73,300,2,1
1,0,3.6,14,1,0,350,2,1
1,0,3.7,237,1,73,200,2,1
1,0,3.9,388,1,24,650,2,1
1,0,3.9,128,48,24,500,2,1
1,1,4.1,1875,31,24,1200,2,1
1,0,3.8,90,1,16,650,2,1
1,0,3.1,7,48,73,250,2,1
1,0,3.7,38,83,24,400,2,1
1,0,4.2,179,1,36,600,2,1
1,0,4.0,43,4,37,250,2,1
1,0,4.3,275,4,73,100,2,1
1,0,3.7,323,31,24,850,2,1
1,0,3.1,28,83,24,400,2,1
1,0,3.9,18,4,73,200,2,1
1,0,3.3,6,4,73,100,2,1
1,0,4.3,322,31,24,400,2,1
1,0,2.6,157,31,16,450,2,1
1,0,3.9,543,4,73,300,2,1
1,0,3.7,180,1,16,500,2,1
1,0,4.2,444,4,73,100,2,1
1,0,3.9,134,31,73,400,2,1
1,0,3.8,577,31,24,900,2,1
1,0,4.2,60,1,73,200,2,1
1,0,3.9,144,31,24,550,2,1
1,0,4.1,787,1,24,800,2,1
1,0,3.6,16,4,73,200,2,1
1,0,3.6,84,1,73,250,2,1
1,0,3.6,95,1,73,150,2,1
1,1,4.0,349,1,24,1200,2,1
1,0,3.7,248,48,73,400,2,1
1,0,4.1,216,4,16,500,2,1
1,0,4.0,324,1,16,700,2,1
1,0,2.6,231,48,73,400,2,1
1,0,3.4,102,83,24,400,2,1
1,0,3.9,133,1,16,800,2,1
1,0,2.8,45,1,24,800,2,1
1,0,3.9,149,48,73,300,2,1
1,0,3.8,75,1,73,200,2,1
1,0,4.0,53,67,36,600,2,1
1,1,4.2,815,31,24,900,2,1
1,1,4.0,633,1,24,800,2,1
1,0,3.5,56,31,37,400,2,1
1,0,3.0,82,1,73,300,2,1
1,0,3.7,35,31,73,200,2,1
1,0,3.6,20,4,73,150,2,1
1,0,3.1,14,48,73,250,2,1
1,0,3.9,70,1,37,400,2,1
1,0,3.9,91,31,16,300,2,1
1,0,3.6,45,31,73,200,2,1
1,0,3.4,7,1,73,250,2,1
1,0,3.8,28,1,73,150,2,1
1,0,3.6,24,1,24,600,2,1
1,0,3.8,36,4,37,200,2,1
1,0,3.5,11,31,73,200,2,1
1,0,3.8,77,48,16,650,2,1
1,0,3.2,8,1,83,100,2,1
1,0,3.7,14,31,73,100,2,1
1,0,3.8,210,48,24,600,2,1
1,0,4.1,130,31,16,650,2,1
1,0,4.1,30,31,11,100,2,1
1,0,3.8,144,1,16,700,2,1
1,0,3.4,11,4,6,800,2,1
1,0,3.7,133,31,24,700,2,1
1,0,4.0,136,31,73,350,2,1
1,0,3.1,4,4,73,200,2,1
1,0,3.5,11,4,84,200,2,1
1,0,3.8,74,4,73,300,2,1
1,0,3.7,30,4,73,300,2,1
1,0,3.0,7,4,73,200,2,1
1,0,3.8,75,1,23,200,2,1
1,0,3.7,54,4,16,600,2,1
1,0,3.6,23,4,56,100,2,1
1,0,3.2,119,1,24,400,2,1
1,0,3.7,73,1,73,400,2,1
1,0,3.4,58,4,16,400,2,1
1,0,3.6,129,1,24,600,2,1
1,0,3.6,24,1,73,250,2,1
1,0,3.0,175,48,73,400,2,1
1,0,3.7,21,56,73,300,2,1
1,0,3.5,41,79,55,400,2,1
1,0,3.6,35,31,73,300,2,1
1,0,4.1,176,4,24,800,2,1
1,0,3.5,45,1,11,300,2,1
1,0,3.7,47,31,77,400,2,1
1,1,3.7,36,31,24,650,2,1
1,0,3.8,52,48,14,400,2,1
1,0,2.7,123,1,73,200,2,1
1,0,3.6,59,48,24,700,2,1
1,0,3.2,4,48,73,300,2,1
1,0,3.8,101,1,73,400,2,1
1,0,3.7,54,1,13,400,2,1
1,0,3.6,22,4,73,200,2,1
1,0,3.1,31,1,85,250,2,1
1,0,3.0,29,48,16,500,2,1
1,0,3.4,6,31,11,100,2,1
1,0,3.0,22,4,73,250,2,1
1,0,2.9,11,1,73,500,2,1
1,0,3.9,101,4,73,150,2,1
1,1,4.1,442,31,71,1200,2,1
1,0,3.5,155,4,73,400,2,1
1,0,3.4,12,1,14,150,2,1
1,0,3.6,15,4,73,100,2,1
1,0,3.5,10,4,73,200,2,1
1,0,3.8,25,1,73,300,2,1
1,0,3.8,61,1,73,300,2,1
1,0,3.7,23,83,73,300,2,1
1,0,3.8,25,4,73,350,2,1
1,0,3.7,40,48,73,200,2,1
1,0,3.3,4,4,73,100,2,1
1,0,3.4,8,4,73,150,2,1
1,0,3.5,32,48,73,300,2,1
1,0,3.3,10,4,73,200,2,1
1,0,3.4,6,4,73,300,2,1
1,0,3.8,53,31,73,250,2,1
1,0,3.7,67,48,24,700,2,1
1,0,2.9,23,31,83,250,2,1
1,0,3.4,19,1,73,200,2,1
1,0,3.6,24,1,73,300,2,1
1,0,4.0,232,31,73,400,2,1
1,0,3.9,221,31,24,700,2,1
1,1,4.1,1063,31,25,1200,2,1
1,0,3.7,93,4,73,200,2,1
1,0,3.9,233,31,24,800,2,1
1,0,3.9,211,31,24,500,2,1
1,0,4.0,1778,31,73,200,2,1
1,0,3.6,218,86,24,800,2,1
1,0,3.7,514,4,16,600,2,1
1,1,4.0,866,31,24,900,2,1
1,0,3.2,96,48,73,400,2,1
1,0,3.5,80,1,73,250,2,1
1,0,4.0,73,4,0,300,2,1
1,0,3.9,84,31,83,400,2,1
1,0,3.5,88,1,73,350,2,1
1,0,3.5,179,1,24,600,2,1
1,0,3.8,61,4,73,100,2,1
1,0,3.7,128,83,24,450,2,1
1,0,3.8,339,31,73,400,2,1
1,0,4.1,449,4,73,100,2,1
1,0,4.1,210,31,39,150,2,1
1,0,3.7,57,4,73,200,2,1
1,0,3.0,213,1,73,400,2,1
1,0,3.2,208,31,14,250,2,1
1,0,3.8,70,1,73,100,2,1
1,0,4.0,219,4,16,600,2,1
1,0,3.7,59,1,73,200,2,1
1,0,3.1,10,1,73,500,2,1
1,0,3.0,9,48,73,400,2,1
1,0,3.7,124,48,24,750,2,1
1,0,3.7,19,48,73,100,2,1
1,0,3.3,4,4,73,150,2,1
1,0,3.3,4,48,37,150,2,1
1,0,3.8,21,4,37,200,2,1
1,0,3.4,8,1,74,250,2,1
1,0,3.5,10,48,73,400,2,1
1,0,3.5,10,48,73,400,2,1
1,0,3.2,4,48,73,200,2,1
1,0,3.1,4,1,36,350,2,1
1,0,3.6,16,29,86,500,2,1
1,0,3.3,4,48,11,100,2,1
1,0,3.4,12,31,73,300,2,1
1,0,3.9,14,31,24,600,2,1
1,0,3.7,0,31,73,300,2,1
1,0,2.8,5,13,86,199,2,1
1,0,3.3,5,4,25,800,2,1
1,0,3.5,15,1,73,250,2,1
1,0,3.4,4,4,24,500,2,1
1,0,3.6,17,4,73,300,2,1
1,0,3.3,6,1,73,500,2,1
1,0,3.4,10,1,73,100,2,1
1,1,4.1,775,1,24,800,2,1
1,1,4.2,2022,31,24,1000,2,1
1,1,4.2,150,1,16,600,2,1
1,0,4.0,232,4,24,750,2,1
1,0,3.9,38,4,73,200,2,1
1,1,3.5,431,31,24,800,2,1
1,1,4.2,2115,1,24,800,2,1
1,0,3.4,30,83,73,200,2,1
1,0,4.2,150,31,24,800,2,1
1,0,3.3,12,48,73,200,2,1
1,0,3.8,155,31,24,450,2,1
1,0,3.7,33,4,73,200,2,1
1,1,4.1,666,31,25,1000,2,1
1,0,3.9,240,4,16,700,2,1
1,0,3.8,918,1,19,800,2,1
1,0,4.0,465,31,24,600,2,1
1,1,4.1,970,31,65,1500,2,1
1,0,3.3,128,1,73,300,2,1
1,0,3.6,241,48,73,300,2,1
1,0,3.4,22,1,73,200,2,1
1,0,4.3,734,1,73,200,2,1
1,0,3.8,130,31,73,400,2,1
1,0,4.2,261,31,16,700,2,1
1,0,4.0,191,48,73,300,2,1
1,0,4.1,364,4,24,550,2,1
1,0,3.8,133,1,73,300,2,1
1,0,3.9,888,1,24,750,2,1
1,0,3.1,13,1,16,400,2,1
1,0,3.9,750,4,24,500,2,1
1,1,4.2,164,1,16,500,2,1
1,0,3.2,6,1,36,200,2,1
1,0,3.8,527,4,24,500,2,1
0,0,4.3,345,1,37,400,3,1
0,0,4.4,356,1,83,150,3,1
1,0,3.7,17,1,37,400,3,1
1,0,3.9,38,1,37,150,3,1
0,0,3.7,78,1,3,150,3,1
0,0,3.8,60,1,37,400,3,1
1,0,4.0,115,1,83,400,3,1
0,0,3.8,39,1,0,300,3,1
1,0,3.9,116,1,37,400,3,1
1,0,3.8,918,1,19,800,3,1
0,0,3.7,46,1,84,400,3,1
1,0,3.9,41,1,37,300,3,1
1,0,3.8,144,1,16,700,3,1
0,0,3.8,28,1,13,150,3,1
1,0,4.3,860,1,37,500,3,1
0,0,3.5,14,1,83,200,3,1
0,0,4.0,66,1,0,300,3,1
1,0,3.2,8,1,83,100,3,1
1,0,3.7,54,1,13,400,3,1
0,0,3.5,7,1,37,500,3,1
0,0,3.2,9,1,37,300,3,1
0,0,3.6,42,1,14,300,3,1
0,0,3.8,64,1,73,250,3,1
1,0,3.6,14,1,0,350,3,1
0,0,3.8,45,1,86,400,3,1
0,0,3.2,11,1,16,600,3,1
0,0,3.5,13,1,0,300,3,1
0,0,3.4,7,1,37,150,3,1
0,0,3.4,8,1,0,400,3,1
0,0,2.9,25,1,37,200,3,1
0,0,3.2,17,1,37,150,3,1
1,0,3.9,35,1,36,500,3,1
1,0,3.9,70,1,37,400,3,1
0,0,4.0,98,4,84,400,3,1
0,0,3.7,25,4,37,250,3,1
1,0,4.0,219,4,16,600,3,1
1,0,4.0,73,4,0,300,3,1
0,0,3.6,16,4,5,150,3,1
0,0,3.6,8,4,0,250,3,1
1,0,3.8,15,4,0,400,3,1
0,0,3.6,46,4,84,200,3,1
1,0,3.3,13,4,44,300,3,1
1,0,3.3,9,4,37,250,3,1
1,0,4.0,43,4,37,250,3,1
1,0,2.7,97,4,24,400,3,1
1,0,3.7,22,4,83,250,3,1
0,0,3.5,15,4,5,400,3,1
1,0,3.6,27,4,37,250,3,1
1,0,3.9,888,1,24,750,4,1
1,1,4.0,349,1,24,1200,4,1
1,0,4.2,287,1,73,350,4,1
1,1,4.6,2556,1,26,600,4,1
1,1,4.2,354,1,24,800,4,1
1,1,4.1,775,1,24,800,4,1
1,1,4.2,2115,1,24,800,4,1
0,1,3.8,977,1,57,1300,4,1
0,0,4.1,868,1,68,1200,4,1
1,0,4.0,324,1,16,700,4,1
1,0,4.1,787,1,24,800,4,1
1,0,4.2,504,1,16,550,4,1
1,0,4.1,402,1,16,500,4,1
1,1,4.2,150,1,16,600,4,1
1,1,4.2,164,1,16,500,4,1
0,0,4.2,244,1,24,800,4,1
1,0,4.0,771,1,24,450,4,1
1,0,4.2,1647,1,24,600,4,1
0,1,4.0,808,1,24,850,4,1
0,0,4.0,424,1,16,450,4,1
1,0,3.9,135,1,24,800,4,1
0,0,3.9,28,1,62,300,4,1
1,0,3.8,918,1,19,800,4,1
1,0,3.8,90,1,16,650,4,1
1,0,3.9,519,1,24,900,4,1
1,0,3.6,105,1,24,700,4,1
0,0,3.7,43,1,7,700,4,1
0,0,3.7,46,1,84,400,4,1
1,0,3.9,133,1,16,800,4,1
1,0,3.8,144,1,16,700,4,1
0,0,3.9,93,1,16,300,4,1
1,0,3.8,42,1,73,300,4,1
1,0,2.5,247,1,24,500,4,1
1,0,3.1,13,1,16,400,4,1
0,0,3.7,39,1,24,450,4,1
1,0,3.0,62,1,16,400,4,1
1,0,3.8,160,1,24,700,4,1
0,0,3.5,14,1,83,200,4,1
0,0,3.8,42,1,24,700,4,1
1,0,3.1,119,1,24,700,4,1
1,0,3.6,129,1,24,600,4,1
0,0,3.3,62,1,6,800,4,1
1,0,3.6,24,1,24,600,4,1
0,0,2.6,283,1,24,600,4,1
0,0,3.6,42,1,14,300,4,1
0,0,3.4,10,1,73,300,4,1
0,0,3.7,39,1,24,950,4,1
1,0,3.8,59,1,24,750,4,1
1,0,3.5,179,1,24,600,4,1
0,0,3.8,62,1,73,150,4,1
0,0,3.4,6,1,24,500,4,1
0,0,3.1,30,1,6,1000,4,1
0,0,3.5,10,1,73,300,4,1
0,0,3.6,36,1,24,500,4,1
0,0,3.7,31,1,16,300,4,1
0,0,3.2,11,1,16,600,4,1
0,0,3.0,98,1,6,800,4,1
0,0,3.5,18,1,14,150,4,1
0,0,3.5,10,1,24,500,4,1
0,0,2.7,128,1,24,850,4,1
1,0,2.8,45,1,24,800,4,1
1,0,3.2,119,1,24,400,4,1
1,0,3.4,12,1,14,150,4,1
0,0,3.3,4,1,16,500,4,1
1,0,3.5,41,79,55,400,4,1
1,0,3.7,405,1,24,750,4,1
1,0,3.9,388,1,24,650,4,1
0,0,4.7,651,1,73,100,4,1
1,0,4.3,734,1,73,200,4,1
0,0,3.7,21,1,73,450,4,1
0,0,4.0,1047,1,73,450,4,1
1,0,3.8,505,1,73,450,4,1
0,0,3.6,55,1,73,200,4,1
1,0,3.9,264,1,73,200,4,1
1,0,3.8,133,1,73,300,4,1
1,0,3.9,286,1,73,500,4,1
0,0,4.4,343,1,73,100,4,1
1,0,3.6,66,1,73,150,4,1
1,0,3.4,10,1,73,100,4,1
1,0,3.8,61,1,73,300,4,1
0,0,3.8,70,1,73,500,4,1
1,0,3.6,28,1,73,300,4,1
1,0,3.8,70,1,73,100,4,1
1,0,3.8,28,1,73,150,4,1
1,0,3.5,15,1,73,250,4,1
1,0,3.8,131,1,73,250,4,1
0,0,3.8,19,1,73,150,4,1
1,0,3.7,237,1,73,200,4,1
1,0,3.3,6,1,73,500,4,1
1,0,4.1,201,1,73,300,4,1
1,0,2.8,506,1,73,500,4,1
0,0,4.1,520,1,73,300,4,1
1,0,3.8,104,1,73,300,4,1
0,0,3.7,88,1,73,300,4,1
1,0,3.6,95,1,73,150,4,1
1,0,3.7,136,1,73,600,4,1
1,0,3.8,101,1,73,400,4,1
1,0,4.2,60,1,73,200,4,1
0,0,3.9,88,1,73,250,4,1
0,0,3.5,8,1,73,200,4,1
0,0,3.4,145,1,73,300,4,1
1,0,3.6,46,1,73,500,4,1
1,0,3.4,22,1,73,200,4,1
1,0,3.9,57,1,73,200,4,1
0,0,3.8,189,1,73,300,4,1
0,0,3.7,22,1,73,500,4,1
1,0,3.6,18,1,73,250,4,1
1,0,3.7,73,1,73,400,4,1
0,0,3.8,39,1,73,350,4,1
1,0,3.9,540,1,73,800,4,1
0,0,3.6,71,1,73,250,4,1
1,0,3.6,24,1,73,250,4,1
0,0,3.5,11,1,73,300,4,1
0,0,3.4,9,1,73,350,4,1
0,0,3.5,12,1,73,500,4,1
1,0,3.8,120,1,73,250,4,1
1,0,3.0,82,1,73,300,4,1
1,0,3.5,88,1,73,350,4,1
1,0,4.0,17,1,73,150,4,1
1,0,3.0,87,1,73,600,4,1
1,0,3.4,14,1,73,300,4,1
0,0,3.5,31,1,73,200,4,1
0,0,3.5,17,1,73,300,4,1
1,0,4.2,415,1,73,500,4,1
1,0,3.3,128,1,73,300,4,1
0,0,4.1,94,1,73,100,4,1
0,0,3.8,64,1,73,250,4,1
0,0,3.7,65,1,73,300,4,1
1,0,3.4,7,1,73,250,4,1
0,0,3.3,5,1,73,350,4,1
0,0,3.5,52,1,73,300,4,1
1,0,2.7,123,1,73,200,4,1
1,0,3.0,290,1,73,450,4,1
1,0,3.7,59,1,73,200,4,1
0,0,3.7,130,1,73,200,4,1
1,0,2.8,91,1,73,400,4,1
1,0,3.3,12,1,73,300,4,1
1,0,3.5,80,1,73,250,4,1
1,0,3.9,441,1,73,400,4,1
0,0,3.4,10,1,73,250,4,1
0,0,3.5,12,1,73,100,4,1
0,0,3.4,7,1,73,100,4,1
0,0,3.4,8,1,73,300,4,1
0,0,3.2,9,1,73,300,4,1
0,0,3.6,47,1,73,150,4,1
0,0,3.1,29,1,73,150,4,1
1,0,3.8,66,1,73,300,4,1
1,0,3.1,28,1,73,200,4,1
0,0,3.2,4,1,73,200,4,1
0,0,3.3,7,1,73,200,4,1
0,0,3.2,5,1,73,250,4,1
0,0,3.1,6,1,73,100,4,1
0,0,3.3,17,1,73,200,4,1
0,0,3.0,27,1,73,200,4,1
0,0,3.1,9,1,73,200,4,1
0,0,3.3,4,1,73,200,4,1
0,0,3.7,21,1,73,150,4,1
0,0,3.6,22,1,73,300,4,1
0,0,3.0,15,1,73,300,4,1
1,0,3.4,19,1,73,200,4,1
1,0,3.4,8,1,74,250,4,1
1,0,3.6,84,1,73,250,4,1
0,0,4.0,42,1,73,300,4,1
1,0,3.0,213,1,73,400,4,1
1,0,2.9,11,1,73,500,4,1
1,0,3.8,58,1,73,300,4,1
0,0,4.2,725,31,73,350,4,1
1,0,3.9,750,4,24,500,4,1
0,0,3.8,166,4,24,600,4,1
0,0,4.4,3300,4,73,150,4,1
0,0,3.9,153,4,24,350,4,1
1,0,3.8,469,4,24,750,4,1
1,0,4.1,364,4,24,550,4,1
1,0,3.8,286,4,24,600,4,1
1,0,3.8,527,4,24,500,4,1
1,0,3.9,101,4,73,150,4,1
1,0,4.1,558,4,73,150,4,1
0,0,3.8,94,56,24,550,4,1
0,0,3.8,148,4,26,550,4,1
0,0,2.7,377,4,68,1100,4,1
0,0,3.9,206,4,73,450,4,1
1,0,3.3,5,4,25,800,4,1
0,0,3.9,100,4,73,300,4,1
1,0,4.2,444,4,73,100,4,1
0,0,3.9,133,4,24,650,4,1
1,0,4.0,219,4,16,600,4,1
0,0,4.2,253,4,73,250,4,1
0,0,3.4,51,4,73,350,4,1
0,0,3.7,61,4,24,600,4,1
1,0,3.8,155,56,24,400,4,1
1,0,3.9,233,31,24,800,4,1
1,0,3.7,264,56,24,750,4,1
0,0,3.9,66,4,24,400,4,1
0,0,4.1,238,4,73,600,4,1
1,0,3.8,58,4,73,150,4,1
1,0,3.9,47,4,73,200,4,1
1,0,3.5,155,4,73,400,4,1
1,0,4.1,176,4,24,800,4,1
1,0,3.7,93,4,73,200,4,1
0,0,3.8,124,4,73,300,4,1
1,0,4.3,275,4,73,100,4,1
0,0,4.2,254,4,73,150,4,1
0,0,4.1,177,4,73,100,4,1
1,0,3.7,23,31,73,300,4,1
1,0,4.0,132,4,73,200,4,1
1,0,3.6,35,31,73,300,4,1
1,0,3.8,74,4,73,300,4,1
1,0,3.9,38,4,73,200,4,1
1,0,3.6,172,83,24,700,4,1
1,0,3.4,4,4,24,500,4,1
1,0,3.9,543,4,73,300,4,1
0,0,4.0,52,4,73,300,4,1
0,0,3.7,217,4,24,450,4,1
0,0,2.9,34,4,24,750,4,1
0,0,3.3,6,4,73,300,4,1
