online_order,book_table,rate,votes,location,rest_type,approx_cost,type,city
1,1,4.0,633,1,24,800,4,3
0,0,3.5,334,31,24,600,4,3
1,0,3.8,133,1,73,300,4,3
0,0,3.4,22,13,24,400,4,3
0,0,3.9,36,13,73,250,4,3
0,0,3.8,68,13,73,400,4,3
1,0,3.9,49,31,73,200,4,3
0,0,3.7,43,1,7,700,4,3
0,0,3.7,46,1,84,400,4,3
0,0,4.2,421,31,73,100,4,3
1,0,3.8,339,31,73,400,4,3
0,0,3.0,27,89,24,400,4,3
1,0,3.8,144,1,16,700,4,3
1,0,3.9,888,1,24,750,4,3
0,1,3.8,235,31,24,1000,4,3
0,0,3.7,39,1,24,450,4,3
0,0,3.8,46,31,16,400,4,3
1,0,3.8,577,31,24,900,4,3
1,0,3.9,211,31,24,500,4,3
1,0,3.6,66,1,73,150,4,3
0,0,4.4,343,1,73,100,4,3
1,0,4.0,232,31,73,400,4,3
1,0,3.7,47,31,77,400,4,3
0,0,3.6,15,31,73,150,4,3
0,0,3.7,47,31,68,1200,4,3
1,0,3.8,74,89,24,1000,4,3
0,1,3.7,44,31,24,550,4,3
1,0,4.1,139,31,24,550,4,3
0,0,3.8,70,1,73,500,4,3
1,0,3.9,20,31,73,800,4,3
1,0,3.8,61,1,73,300,4,3
1,0,4.1,337,31,73,300,4,3
1,0,3.7,133,31,24,700,4,3
1,0,3.6,35,31,73,300,4,3
1,0,3.7,53,31,73,400,4,3
1,0,3.3,6,1,73,500,4,3
0,0,3.5,14,1,83,200,4,3
1,0,3.8,109,31,24,500,4,3
0,0,3.8,19,1,73,150,4,3
1,0,3.7,23,31,73,300,4,3
0,0,4.1,52,31,73,100,4,3
1,1,3.9,142,31,24,1000,4,3
1,0,3.7,14,31,73,100,4,3
1,0,3.4,12,31,73,300,4,3
1,0,3.9,134,31,73,400,4,3
0,0,2.7,26,77,24,600,4,3
0,1,3.8,176,31,24,1350,4,3
1,1,3.9,291,31,16,650,4,3
0,0,3.9,88,1,73,250,4,3
0,0,3.4,145,1,73,300,4,3
0,0,3.8,265,31,73,250,4,3
0,0,3.6,31,31,73,200,4,3
1,0,3.6,84,1,73,250,4,3
0,0,3.5,9,31,73,500,4,3
0,0,3.0,16,89,73,200,4,3
0,0,3.6,16,31,73,200,4,3
1,0,3.6,46,1,73,500,4,3
0,0,3.8,189,1,73,300,4,3
0,0,3.7,22,1,73,500,4,3
1,0,3.5,90,31,24,500,4,3
1,1,2.8,80,31,24,500,4,3
0,0,3.4,9,1,73,350,4,3
1,0,3.0,213,1,73,400,4,3
0,0,3.8,39,1,73,350,4,3
1,0,3.4,13,31,73,400,4,3
1,0,3.4,10,1,73,100,4,3
1,0,3.6,45,31,73,200,4,3
0,0,3.3,5,77,73,300,4,3
0,0,3.6,71,1,73,250,4,3
1,1,3.8,584,31,24,1200,4,3
1,1,3.7,36,31,24,650,4,3
1,0,3.6,24,1,73,250,4,3
1,0,3.4,22,1,73,200,4,3
1,0,3.8,58,1,73,300,4,3
1,0,3.0,290,1,73,450,4,3
0,0,3.4,13,31,16,550,4,3
0,0,3.4,10,1,73,300,4,3
0,0,3.3,55,31,73,150,4,3
1,0,3.7,50,77,16,550,4,3
1,0,2.6,157,31,16,450,4,3
1,0,2.9,177,31,24,700,4,3
1,0,2.8,45,1,24,800,4,3
1,0,3.8,104,1,73,300,4,3
0,0,3.6,21,31,73,200,4,3
0,0,3.5,12,13,73,350,4,3
1,0,3.3,128,1,73,300,4,3
0,0,3.6,15,31,24,1000,4,3
0,0,3.7,39,1,24,950,4,3
0,0,3.8,39,31,73,250,4,3
0,0,3.6,15,89,73,300,4,3
1,0,3.5,41,79,55,400,4,3
1,0,3.2,119,1,24,400,4,3
1,0,3.4,12,1,14,150,4,3
1,0,3.6,24,1,24,600,4,3
1,0,3.7,237,1,73,200,4,3
1,0,3.9,134,31,73,350,4,3
1,0,4.1,414,31,73,500,4,3
0,0,3.5,31,1,73,200,4,3
0,0,3.8,62,1,73,150,4,3
0,0,3.4,6,1,24,500,4,3
0,0,3.2,12,13,24,400,4,3
0,0,3.5,17,1,73,300,4,3
1,0,3.5,179,1,24,600,4,3
1,0,3.7,97,31,73,350,4,3
1,0,3.0,23,31,73,400,4,3
0,0,4.1,94,1,73,100,4,3
0,0,3.4,133,31,73,300,4,3
0,0,3.1,30,1,6,1000,4,3
0,0,3.5,10,1,73,300,4,3
0,0,3.4,6,77,73,400,4,3
1,0,3.8,120,1,73,250,4,3
1,0,3.3,8,77,73,150,4,3
1,0,2.7,123,1,73,200,4,3
1,0,2.9,62,31,76,650,4,3
1,0,3.4,89,31,73,250,4,3
0,0,3.8,64,1,73,250,4,3
0,0,3.0,98,1,6,800,4,3
0,0,3.4,21,31,24,650,4,3
0,0,2.8,33,31,24,500,4,3
0,0,2.7,128,1,24,850,4,3
1,0,3.5,80,1,73,250,4,3
1,0,3.1,4,89,73,500,4,3
0,0,3.6,13,31,73,100,4,3
0,0,3.2,14,31,73,250,4,3
0,0,3.7,65,1,73,300,4,3
1,0,3.5,11,31,73,200,4,3
1,0,3.1,28,1,73,200,4,3
1,0,3.4,19,1,73,200,4,3
1,0,3.8,66,1,73,300,4,3
0,0,3.7,28,31,73,300,4,3
0,0,3.3,5,1,73,350,4,3
0,0,3.5,52,1,73,300,4,3
0,0,3.3,4,1,16,500,4,3
0,0,3.3,5,13,73,350,4,3
1,0,3.1,13,1,16,400,4,3
0,0,3.0,17,31,73,200,4,3
0,0,3.4,10,1,73,250,4,3
0,0,3.5,12,1,73,100,4,3
0,0,3.2,10,77,73,200,4,3
0,0,3.4,6,31,73,250,4,3
0,0,3.3,4,31,73,250,4,3
0,0,3.3,10,31,73,300,4,3
0,0,3.6,47,1,73,150,4,3
0,0,3.1,29,1,73,150,4,3
0,0,3.2,4,1,73,200,4,3
0,0,3.1,6,1,73,100,4,3
0,0,3.3,17,1,73,200,4,3
0,0,3.0,27,1,73,200,4,3
0,0,3.3,4,1,73,200,4,3
0,0,3.7,21,1,73,150,4,3
0,0,3.3,4,31,76,400,4,3
0,0,3.3,5,13,73,200,4,3
0,0,3.4,4,13,73,400,4,3
0,0,3.6,22,1,73,300,4,3
0,0,3.0,15,1,73,300,4,3
0,0,3.3,29,89,73,200,4,3
1,0,3.6,195,31,24,800,4,3
0,0,4.0,42,1,73,300,4,3
0,0,3.0,7,31,73,300,4,3
0,0,3.7,168,31,16,400,4,3
1,0,3.7,323,31,24,850,4,3
1,0,2.8,19,31,73,300,4,3
1,0,3.4,16,89,24,800,4,3
0,1,4.3,1236,31,25,1000,5,3
0,0,2.7,377,4,68,1100,5,3
0,1,3.7,64,4,6,2200,5,3
1,1,4.1,970,31,65,1500,5,3
1,1,4.1,442,31,71,1200,5,3
0,0,4.1,868,1,68,1200,5,3
0,1,3.8,977,1,57,1300,5,3
0,1,3.7,151,31,57,1350,5,3
0,0,3.7,43,1,7,700,5,3
0,1,3.8,235,31,24,1000,5,3
0,0,3.1,30,1,6,1000,5,3
0,0,3.0,98,1,6,800,5,3
0,1,3.9,284,6,24,1500,0,4
1,1,4.4,3300,75,25,1400,0,4
0,1,4.2,271,6,24,2000,0,4
1,1,4.1,3020,6,24,1000,0,4
1,1,4.4,2182,6,7,1400,0,4
0,1,4.3,403,6,24,1800,0,4
1,0,4.0,444,6,24,1200,0,4
1,1,3.9,392,6,6,1500,0,4
0,1,3.6,255,6,57,1500,0,4
1,1,4.1,1691,6,25,1100,0,4
1,1,3.7,37,6,24,1500,0,4
0,0,2.8,11,6,50,1000,0,4
0,0,3.0,120,6,24,1000,0,4
0,0,3.5,95,6,24,700,0,4
0,0,3.0,155,6,24,800,0,4
0,0,3.8,46,6,60,2000,0,4
0,1,4.8,3300,55,25,1500,0,4
1,1,4.4,3300,75,25,1400,0,4
0,1,4.5,3300,55,24,1300,0,4
0,1,4.7,881,75,24,1600,0,4
1,1,4.3,994,75,24,1300,0,4
0,0,4.3,1303,55,24,1000,0,4
0,1,4.7,163,75,7,1500,0,4
0,0,3.9,1225,75,24,1100,0,4
1,1,4.3,715,75,24,1500,0,4
1,1,4.0,942,75,68,1300,0,4
1,0,4.3,754,75,24,500,0,4
0,0,3.0,197,75,24,700,0,4
0,1,3.9,52,75,57,1900,0,4
0,0,3.7,15,6,23,500,1,4
1,0,4.0,107,6,16,400,1,4
1,0,3.8,35,6,16,650,1,4
1,0,3.6,136,6,5,600,1,4
0,0,4.0,23,6,16,500,1,4
0,0,3.9,38,6,21,700,1,4
0,0,3.9,25,6,16,400,1,4
1,0,3.6,34,6,12,400,1,4
1,0,3.1,48,6,16,900,1,4
1,0,2.9,19,6,16,500,1,4
1,0,4.0,74,6,20,600,1,4
0,0,3.7,47,6,16,500,1,4
0,0,3.7,33,6,16,550,1,4
0,0,3.0,6,6,16,500,1,4
0,0,3.8,114,6,16,550,1,4
1,1,4.0,341,6,16,1000,1,4
0,0,3.6,5,6,73,200,1,4
1,0,4.3,556,75,40,500,1,4
1,0,4.3,894,75,16,600,1,4
1,0,4.3,149,75,16,800,1,4
1,0,3.7,94,55,16,700,1,4
1,0,4.1,33,75,16,200,1,4
0,0,3.9,22,88,73,200,1,4
1,0,4.4,632,6,36,500,2,4
1,0,3.4,414,55,73,400,2,4
1,0,3.9,146,6,24,650,2,4
1,0,4.1,166,6,86,500,2,4
1,0,3.2,113,55,36,450,2,4
1,0,3.8,240,6,73,200,2,4
1,0,2.9,313,6,73,450,2,4
1,0,3.3,294,75,73,400,2,4
1,0,4.3,166,22,36,400,2,4
1,0,4.4,278,75,36,400,2,4
1,0,3.8,230,55,73,300,2,4
1,0,3.5,137,6,73,350,2,4
1,0,3.2,38,55,73,500,2,4
1,0,3.1,15,75,73,200,2,4
1,0,3.9,782,22,73,300,2,4
1,0,2.9,248,6,73,400,2,4
1,0,3.8,62,75,73,500,2,4
1,0,3.7,123,6,62,300,2,4
1,0,4.0,532,6,73,300,2,4
1,0,4.5,141,22,37,400,2,4
1,0,3.8,68,55,73,200,2,4
1,1,4.0,533,22,24,600,2,4
1,0,4.2,258,75,24,700,2,4
1,0,4.2,3300,55,24,600,2,4
1,0,3.9,1233,6,24,500,2,4
1,1,3.8,188,75,24,800,2,4
1,0,3.8,419,6,24,900,2,4
1,0,3.8,2084,6,24,750,2,4
1,0,3.6,34,75,24,500,2,4
1,0,3.7,833,55,24,550,2,4
1,0,3.6,21,55,73,300,2,4
1,0,4.0,152,6,83,400,2,4
1,0,3.8,87,22,73,400,2,4
1,0,3.5,45,75,73,600,2,4
1,0,2.9,666,55,24,800,2,4
1,0,3.9,105,55,37,400,2,4
1,0,3.7,36,6,73,400,2,4
1,0,3.9,214,6,73,400,2,4
1,0,4.0,77,6,73,300,2,4
1,0,3.8,132,75,73,300,2,4
1,0,3.6,27,6,24,400,2,4
1,0,3.0,12,6,73,500,2,4
1,0,4.2,567,22,24,550,2,4
1,0,4.1,164,6,86,600,2,4
1,0,4.0,316,22,14,250,2,4
1,1,4.4,3300,22,26,600,2,4
1,0,3.9,343,22,73,300,2,4
1,0,3.8,62,55,24,400,2,4
1,0,3.5,11,55,73,200,2,4
1,0,4.1,87,75,36,300,2,4
1,0,3.8,44,75,36,600,2,4
1,0,4.0,894,6,24,750,2,4
1,0,3.8,7,75,73,500,2,4
1,0,3.2,126,75,73,300,2,4
1,0,3.8,832,75,36,650,2,4
1,1,4.0,903,55,24,750,2,4
1,0,3.7,38,55,73,600,2,4
1,0,3.2,380,75,73,450,2,4
1,0,3.8,798,55,36,450,2,4
1,0,3.4,692,6,24,600,2,4
1,0,3.8,135,75,24,400,2,4
1,0,4.0,230,6,24,950,2,4
1,0,3.5,79,55,73,400,2,4
1,0,4.0,357,75,36,650,2,4
1,0,3.6,22,6,73,350,2,4
1,0,4.1,152,22,36,400,2,4
1,0,3.9,75,6,3,500,2,4
1,0,3.9,94,6,73,200,2,4
1,0,3.6,11,75,73,150,2,4
1,0,3.3,200,6,73,450,2,4
1,0,2.8,188,22,24,400,2,4
1,0,3.3,10,17,36,300,2,4
1,0,3.1,226,55,24,500,2,4
1,0,2.8,105,6,73,600,2,4
1,1,3.7,194,75,24,800,2,4
1,0,3.0,38,22,24,450,2,4
1,0,3.5,378,6,73,500,2,4
1,0,3.9,69,75,73,200,2,4
1,0,2.9,45,22,24,600,2,4
1,0,3.9,152,6,11,300,2,4
1,0,3.8,281,22,73,350,2,4
1,0,3.1,26,6,73,300,2,4
1,0,2.8,105,22,73,300,2,4
1,0,3.9,432,75,36,450,2,4
1,0,3.7,63,61,36,300,2,4
1,1,3.9,225,55,24,800,2,4
1,0,3.4,12,6,73,200,2,4
1,0,4.3,220,75,36,600,2,4
1,0,4.0,82,55,11,400,2,4
1,0,3.8,65,55,0,500,2,4
1,0,4.1,88,75,36,600,2,4
1,0,4.0,444,6,24,1200,2,4
1,0,2.9,827,75,24,800,2,4
1,0,3.5,6,6,73,300,2,4
1,0,4.1,193,6,73,500,2,4
1,0,4.2,233,75,73,150,2,4
1,0,3.7,404,6,24,500,2,4
1,0,3.7,37,6,73,400,2,4
1,0,4.6,1193,75,7,1500,2,4
1,1,4.4,3300,75,25,1400,2,4
1,0,3.9,78,22,73,300,2,4
1,1,3.8,571,55,24,600,2,4
1,0,3.5,116,22,24,600,2,4
1,1,4.3,996,6,24,1200,2,4
1,0,2.9,120,6,73,400,2,4
1,0,2.9,93,6,73,400,2,4
1,0,4.3,490,6,3,500,2,4
1,0,2.3,235,6,24,800,2,4
1,0,3.6,48,6,36,400,2,4
1,0,3.3,8,6,0,250,2,4
1,0,3.0,68,55,73,500,2,4
1,0,4.0,717,55,24,800,2,4
1,1,4.3,994,75,24,1300,2,4
1,1,4.9,3300,75,63,1600,2,4
1,0,3.7,25,22,73,350,2,4
1,0,3.6,18,75,37,200,2,4
1,1,4.5,125,75,24,700,2,4
1,1,4.5,1365,6,25,1800,2,4
1,0,3.1,41,6,24,700,2,4
1,0,4.3,754,75,24,500,2,4
1,0,3.5,28,75,36,300,2,4
1,0,3.4,5,75,24,400,2,4
1,0,2.6,20,6,24,400,2,4
1,0,3.5,178,22,73,300,2,4
1,0,3.4,33,6,24,800,2,4
1,0,3.5,234,22,73,400,2,4
1,0,3.4,68,75,73,600,2,4
1,0,3.5,32,75,36,400,2,4
1,0,3.6,15,6,73,400,2,4
1,0,3.6,10,75,86,500,2,4
1,0,4.0,107,6,16,400,2,4
1,0,3.9,92,22,36,600,2,4
1,0,3.7,59,75,24,200,2,4
1,0,4.1,103,22,73,800,2,4
1,1,4.4,1209,55,25,1100,2,4
1,0,4.0,167,55,73,400,2,4
1,1,3.8,157,6,24,600,2,4
1,0,3.7,52,75,73,350,2,4
1,0,3.7,309,22,24,600,2,4
1,1,4.4,1381,75,65,1500,2,4
1,0,3.9,667,22,24,800,2,4
1,0,3.6,34,6,12,400,2,4
1,0,4.1,433,22,16,750,2,4
1,0,3.8,29,22,86,600,2,4
1,0,3.9,70,75,36,600,2,4
1,0,3.8,77,22,73,350,2,4
1,0,3.5,18,75,73,300,2,4
1,0,4.0,175,6,3,300,2,4
1,0,3.6,51,6,73,200,2,4
1,0,3.5,23,75,73,150,2,4
1,0,3.9,370,6,24,550,2,4
1,1,4.0,557,55,24,900,2,4
1,1,3.6,25,22,24,500,2,4
1,0,3.6,42,55,86,300,2,4
1,0,3.8,27,75,73,300,2,4
1,0,3.1,281,22,73,400,2,4
1,0,3.6,18,6,13,400,2,4
1,0,4.3,49,6,73,250,2,4
1,0,3.6,6,75,86,800,2,4
1,0,4.1,65,6,86,100,2,4
1,1,4.4,3061,55,25,1500,2,4
1,0,3.6,260,6,73,800,2,4
1,0,3.9,39,22,11,300,2,4
1,0,4.0,60,6,11,600,2,4
1,0,3.6,14,75,86,300,2,4
1,0,3.1,85,75,24,400,2,4
1,0,3.9,231,75,36,500,2,4
1,0,3.4,7,6,73,300,2,4
1,1,4.2,1142,22,24,1800,2,4
1,0,3.6,16,75,73,500,2,4
1,0,3.8,112,6,73,700,2,4
1,0,3.9,715,22,24,1000,2,4
1,0,3.0,237,27,36,500,2,4
1,0,4.2,45,55,73,250,2,4
1,0,3.9,48,6,73,300,2,4
1,0,3.0,111,6,73,400,2,4
1,0,3.9,396,22,24,850,2,4
1,0,3.6,20,75,73,300,2,4
1,0,3.7,160,75,24,500,2,4
1,0,3.4,9,75,73,400,2,4
1,0,3.5,18,75,56,300,2,4
1,0,4.3,555,6,24,1800,2,4
1,1,3.9,42,75,73,500,2,4
1,0,3.5,16,75,36,500,2,4
1,0,3.4,262,75,24,450,2,4
1,1,4.1,1056,22,25,1200,2,4
1,0,3.9,112,22,73,600,2,4
1,1,4.0,797,22,16,700,2,4
1,0,3.9,41,75,37,450,2,4
1,0,3.3,7,75,36,500,2,4
1,0,3.2,10,6,73,800,2,4
1,0,3.3,6,55,36,300,2,4
1,0,3.7,29,75,11,400,2,4
1,0,2.9,24,55,0,400,2,4
1,0,2.4,438,22,24,1000,2,4
1,0,3.8,30,75,73,300,2,4
1,0,3.6,32,55,24,450,2,4
1,0,3.8,210,22,73,200,2,4
1,0,3.5,17,75,36,600,2,4
1,0,3.6,44,75,16,600,2,4
1,0,3.7,33,22,86,400,2,4
1,0,3.4,20,75,36,350,2,4
1,1,4.1,1691,6,25,1100,2,4
1,0,4.3,556,75,40,500,2,4
1,1,4.1,481,75,24,900,2,4
1,0,3.0,4,55,73,300,2,4
1,0,3.8,34,55,73,150,2,4
1,0,2.9,163,6,82,250,2,4
1,1,4.3,715,75,24,1500,2,4
1,0,4.0,65,22,83,200,2,4
1,0,4.2,166,6,73,450,2,4
1,1,4.0,547,22,24,1000,2,4
1,0,3.0,139,55,24,450,2,4
1,0,3.2,5,75,73,250,2,4
1,0,3.5,11,6,24,400,2,4
1,0,2.9,76,55,73,400,2,4
1,0,4.3,787,22,24,1000,2,4
1,0,4.0,55,22,73,500,2,4
1,0,4.0,250,6,73,250,2,4
1,0,3.7,24,6,14,250,2,4
1,0,3.7,16,55,73,300,2,4
1,0,3.2,204,75,24,500,2,4
1,0,3.6,55,75,36,600,2,4
1,0,2.9,361,22,24,450,2,4
1,0,3.3,30,6,73,250,2,4
1,0,3.3,18,79,36,400,2,4
1,0,3.8,38,55,37,150,2,4
1,0,3.2,6,75,73,300,2,4
1,1,3.9,661,55,24,750,2,4
1,0,4.1,268,6,24,800,2,4
1,0,3.4,17,6,73,400,2,4
1,0,4.0,200,22,36,750,2,4
1,0,3.2,4,6,73,300,2,4
1,0,3.9,228,22,37,500,2,4
1,0,3.4,6,6,38,300,2,4
1,0,3.5,5,6,11,200,2,4
1,0,3.3,9,75,37,300,2,4
1,1,4.4,889,75,24,1400,2,4
1,0,3.5,43,75,36,500,2,4
1,0,4.0,74,6,20,600,2,4
1,0,3.1,35,6,24,400,2,4
1,0,2.6,155,75,24,600,2,4
1,0,4.0,44,75,73,300,2,4
1,0,3.4,9,6,73,200,2,4
1,0,3.2,258,6,73,500,2,4
1,0,3.8,133,6,73,200,2,4
1,0,2.8,95,6,24,500,2,4
1,0,3.2,31,6,73,350,2,4
1,0,3.7,48,6,73,400,2,4
1,0,3.2,97,75,73,250,2,4
1,0,3.7,44,6,37,900,2,4
1,1,4.0,341,6,16,1000,2,4
1,0,3.3,84,6,73,200,2,4
1,0,3.7,16,75,0,400,2,4
1,0,3.6,109,75,24,700,2,4
1,0,4.0,162,22,73,500,2,4
1,1,4.4,1146,55,71,1200,2,4
1,0,3.9,34,75,36,500,2,4
1,0,4.4,536,61,36,600,2,4
1,0,4.1,39,55,73,200,2,4
0,0,4.0,213,6,24,400,2,4
1,0,3.7,62,75,73,300,2,4
1,1,4.2,1383,22,25,1100,2,4
1,0,3.8,42,22,73,200,2,4
1,0,2.9,89,6,73,350,2,4
1,0,2.9,29,55,36,500,2,4
1,0,3.7,182,6,73,400,2,4
1,0,4.1,129,22,37,350,2,4
0,0,4.0,246,6,24,1200,2,4
1,0,3.7,34,6,36,450,2,4
1,0,3.2,44,75,73,600,2,4
1,0,3.8,376,6,36,600,2,4
1,0,3.6,27,6,73,300,2,4
1,0,3.1,25,75,73,150,2,4
1,1,3.9,392,6,6,1500,2,4
1,0,3.5,11,6,24,600,2,4
1,0,3.1,40,75,73,350,2,4
1,0,4.1,33,75,16,200,2,4
1,0,2.9,32,6,24,550,2,4
1,1,4.2,340,55,24,1700,2,4
1,0,3.0,9,55,73,450,2,4
1,0,2.9,27,75,16,900,2,4
1,0,3.1,8,75,73,500,2,4
1,0,3.6,18,6,73,400,2,4
1,0,3.8,54,55,73,400,2,4
1,0,3.6,26,55,73,250,2,4
1,0,3.2,127,6,73,400,2,4
1,0,3.6,136,6,5,600,2,4
1,0,3.6,11,6,38,300,2,4
1,0,3.7,31,55,24,700,2,4
1,1,4.1,322,75,30,1200,2,4
1,0,4.1,248,75,24,800,2,4
1,1,4.4,2182,6,7,1400,2,4
1,0,3.0,137,79,85,650,2,4
1,0,4.3,324,22,37,180,2,4
1,0,4.0,119,22,14,400,2,4
1,0,3.8,1972,55,24,650,2,4
1,0,3.7,19,75,73,250,2,4
1,0,4.0,57,6,37,300,2,4
1,0,2.9,243,75,73,300,2,4
1,0,3.7,48,6,56,400,2,4
1,0,3.7,19,55,24,600,2,4
1,1,4.2,3300,75,67,1400,2,4
1,0,3.5,11,22,73,300,2,4
1,0,3.7,50,6,24,500,2,4
1,0,3.7,39,75,73,200,2,4
1,0,3.8,72,6,56,300,2,4
1,0,2.9,182,6,24,800,2,4
1,0,3.6,22,75,0,400,2,4
1,0,3.9,222,75,24,800,2,4
1,0,3.8,116,55,86,150,2,4
1,0,4.2,793,6,30,1700,2,4
1,0,3.0,289,6,24,500,2,4
1,0,3.9,337,22,73,500,2,4
1,1,4.1,3020,6,24,1000,2,4
1,0,3.5,9,75,11,200,2,4
1,0,3.3,56,6,73,600,2,4
1,0,3.8,81,75,0,300,2,4
1,0,4.0,136,75,16,500,2,4
1,0,3.6,27,75,0,400,2,4
1,0,3.4,20,55,86,250,2,4
1,0,3.1,9,55,24,650,2,4
1,0,3.6,13,55,24,700,2,4
1,0,3.5,8,55,0,200,2,4
1,0,3.8,37,6,36,400,2,4
1,1,4.0,387,22,19,1300,2,4
1,1,4.0,942,75,68,1300,2,4
1,0,3.7,132,55,24,750,2,4
1,0,3.2,4,22,86,400,2,4
1,0,3.4,13,6,73,150,2,4
0,0,3.8,368,6,24,600,2,4
1,0,3.8,30,6,73,300,2,4
1,0,3.1,13,6,73,500,2,4
1,0,3.3,12,6,73,300,2,4
1,0,3.6,13,22,73,250,2,4
1,0,3.5,16,75,24,600,2,4
1,0,3.7,48,6,37,250,2,4
1,0,3.6,31,6,25,500,2,4
1,0,2.8,39,75,73,500,2,4
1,0,3.0,8,75,73,400,2,4
1,0,3.7,29,75,73,450,2,4
0,0,4.1,83,6,37,200,2,4
1,0,3.0,47,55,73,400,2,4
1,0,2.8,20,75,82,250,2,4
1,0,3.6,24,75,0,500,2,4
1,0,3.7,35,75,13,200,2,4
1,0,2.6,42,6,24,400,2,4
1,0,3.3,4,6,24,900,2,4
1,0,3.8,174,22,73,400,2,4
1,0,4.3,269,75,0,750,2,4
1,0,3.8,46,75,24,600,2,4
1,0,3.5,9,75,73,300,2,4
0,0,3.7,20,6,0,500,2,4
1,0,3.8,91,55,24,750,2,4
1,0,3.8,60,22,73,400,2,4
1,0,3.2,135,75,73,400,2,4
1,0,2.8,32,6,87,200,2,4
1,0,3.1,9,6,24,550,2,4
1,0,3.8,24,55,73,200,2,4
1,0,3.7,31,75,24,600,2,4
1,0,3.3,11,75,73,300,2,4
1,0,3.6,484,22,19,700,2,4
1,0,4.3,894,75,16,600,2,4
1,0,3.1,15,75,0,500,2,4
1,0,4.0,600,22,24,800,2,4
1,0,3.6,14,6,73,250,2,4
0,0,3.0,88,6,87,500,2,4
1,0,3.6,30,6,73,250,2,4
1,1,3.7,37,6,24,1500,2,4
1,0,3.0,106,6,24,500,2,4
1,0,3.3,7,6,73,600,2,4
1,0,3.7,25,6,50,300,2,4
1,0,3.4,6,6,73,500,2,4
1,0,3.6,20,75,86,200,2,4
1,0,3.5,43,75,36,450,2,4
0,0,2.7,39,6,50,330,2,4
1,0,3.2,61,75,73,250,2,4
1,0,2.9,65,75,0,400,2,4
1,0,3.1,117,75,24,550,2,4
0,0,3.7,128,6,5,600,2,4
0,0,3.2,9,6,11,300,2,4
1,0,3.7,35,22,75,300,2,4
1,0,3.4,26,55,73,350,2,4
1,0,3.9,1240,22,25,1400,2,4
1,0,4.3,149,75,16,800,2,4
1,0,3.2,4,75,73,150,2,4
0,0,3.6,336,6,24,600,2,4
1,0,3.1,16,88,73,300,2,4
0,0,3.7,23,6,43,200,2,4
0,0,3.2,6,6,62,300,2,4
0,0,3.7,32,6,73,100,2,4
0,0,2.3,131,6,24,800,2,4
1,0,3.3,9,75,36,200,2,4
1,0,3.7,66,6,24,550,2,4
1,0,3.6,11,6,87,200,2,4
1,0,3.4,7,6,73,150,2,4
1,0,3.8,106,75,85,200,2,4
0,0,2.8,43,6,73,500,2,4
0,0,3.5,95,6,24,700,2,4
0,0,3.5,28,6,24,700,2,4
1,0,3.7,94,55,16,700,2,4
1,0,3.6,10,75,73,300,2,4
1,0,3.9,20,75,37,300,2,4
1,0,2.9,19,6,16,500,2,4
1,0,3.6,76,6,86,300,2,4
1,0,3.3,35,40,36,400,2,4
1,0,3.5,14,55,73,200,2,4
0,0,3.6,27,6,86,300,2,4
1,0,3.8,138,22,37,500,2,4
1,0,3.7,500,40,36,500,2,4
0,0,3.3,12,6,24,700,2,4
1,0,3.0,21,55,73,350,2,4
1,0,3.5,356,6,36,500,2,4
0,0,3.7,23,6,54,400,2,4
1,0,3.7,31,75,0,400,2,4
0,0,3.0,6,6,50,300,2,4
0,0,3.4,7,6,73,200,2,4
0,0,2.1,337,6,24,450,2,4
0,0,2.7,52,6,86,600,2,4
1,0,3.9,36,75,36,400,2,4
1,0,4.2,500,75,16,800,2,4
0,0,3.7,25,6,73,200,2,4
0,0,3.2,7,6,86,300,2,4
0,0,3.3,6,6,54,500,2,4
0,0,3.2,6,6,73,500,2,4
0,0,3.0,21,6,73,150,2,4
0,0,3.4,7,6,62,350,2,4
0,0,3.3,5,6,36,600,2,4
0,0,3.8,21,6,86,350,2,4
0,0,2.9,78,6,73,400,2,4
0,0,3.5,10,6,24,600,2,4
0,0,3.1,5,6,36,700,2,4
1,0,3.5,435,40,36,500,2,4
0,0,3.4,7,6,73,200,2,4
0,0,3.2,4,6,86,500,2,4
0,0,3.1,9,6,73,300,2,4
0,0,3.0,155,6,24,800,2,4
0,0,3.0,13,6,24,400,2,4
0,0,2.8,116,6,50,400,2,4
0,0,3.0,26,6,73,400,2,4
0,0,3.6,31,6,0,200,2,4
0,0,3.1,5,6,73,400,2,4
0,0,3.7,19,6,0,400,2,4
0,0,3.2,6,6,54,400,2,4
0,0,3.2,59,6,24,550,2,4
0,0,3.8,114,6,16,550,2,4
0,0,3.8,63,6,36,150,2,4
1,0,3.6,151,17,36,450,2,4
1,0,3.1,11,6,86,600,2,4
0,0,3.1,14,6,86,250,2,4
1,0,3.8,35,6,16,650,2,4
1,0,2.9,22,55,24,600,2,4
1,0,4.0,353,75,36,500,2,4
1,0,2.5,52,6,86,600,2,4
1,0,3.2,4,6,24,600,2,4
1,0,3.1,100,22,16,650,2,4
0,0,3.8,28,75,37,350,2,4
0,0,3.9,177,75,37,300,2,4
0,0,3.2,4,75,36,500,2,4
0,0,3.3,4,75,11,200,2,4
1,0,3.8,14,22,73,250,2,4
1,0,3.1,4,22,24,600,2,4
1,0,3.7,5,75,36,600,2,4
1,0,3.5,11,75,86,400,2,4
1,0,3.8,22,20,36,300,2,4
